OID_,sample_id,submission_id,bioinformatics_id,popmap_initial,popmap_adjusted,region,year,location,number,tag,adult_yoy,species,subregion,project,latitude,longitude,H1_coast_noncoast,H2_Aufeis_above_below_coast,H3_WShd_up_down_lower,CG_Family,Lngth_cm_x,Wt_g_x,Sex_x,Date_Caught,Otoliths_x,min_dist,max_dist,min_date,max_date,days_tracked,Freq,migrant_long_short,H3_JulyAug_Temp_Ave,H3_JulyAug_Temp_Med,H3_JulyAug_Temp_Min,H3_JulyAug_Temp_Max,H3_JulyAug_Temp_Var,H3_JulyAug_Temp_se,H3_JulyAug_Temp_n,Comments,RASTERVALU
77,2016-IMR3-006,P1G2,Golden1G02,IMR3,IMlow,Colville,2016,IMR3,6.000000000000000,,yoy,AG,Itk,LandscapeGenomics,68.621309999999994,-149.773410000000013,noncoast,below,down,,,,,,,,,,,,,,8.458291331,8.125,1.125,15.75,7.647271623,0.087800588,992,,624.7717285
78,2016-LIMS-007,P1G3,Golden1G03,LIMS,IMlow,Colville,2016,LIMS,7.000000000000000,,yoy,AG,Itk,LandscapeGenomics,68.607129999999998,-149.738130000000012,noncoast,below,down,,,,,,,,,,,,,,8.458291331,8.125,1.125,15.75,7.647271623,0.087800588,992,,647.4945068
79,2017-Itk3-004,P1G4,Golden1G04,Itk3,Itk3,Colville,2017,Itk3,4.000000000000000,,yoy,AG,Itk,LandscapeGenomics,68.939710000000005,-150.126830000000012,coast,coast,lower,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,365.3480225
80,2017-Itk4-005,P1G5,Golden1G05,Itk4,Itk4,Colville,2017,Itk4,5.000000000000000,,yoy,AG,Itk,LandscapeGenomics,69.455179999999999,-150.715159999999997,coast,coast,lower,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,102.6123886
81,2017-Itk4-015,P1G6,Golden1G06,Itk4,Itk4,Colville,2017,Itk4,15.000000000000000,,yoy,AG,Itk,LandscapeGenomics,69.453239999999994,-150.707410000000010,coast,coast,lower,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,104.3590851
82,2017-Itk4.5-004,P1G7,Golden1G07,Itk4.5,Itk4.5,Colville,2017,Itk4.5,4.000000000000000,,yoy,AG,Itk,LandscapeGenomics,69.934629999999999,-150.858949999999993,coast,coast,lower,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,21.9724598
83,2016-KLAS5-007,P1G8,Golden1G08,KLAS5,KLAS5,Kuparuk,2016,KLAS5,7.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.965239999999994,-149.701830000000001,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,,417.3706665
84,2013-Kup2-05,P1G9,Golden1G09,Kup2,Kup2,Kuparuk,2013,Kup2,5.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.539927000000006,-149.273912999999993,noncoast,above,up,,,,,,,,,,,,,,7.96922043,7.625,1.75,17.375,6.385045922,0.058590276,1860,"Lat, Long estimated: YOY GPS estimates start at 1st capture location (1.5 km downstream from GCL outlet) and continue consecutively downstream every 30 m to the last capture location(~1.8 km).",879.0738525
85,2016-IMR1-002,P1H1,Golden1H01,IMR1,IMup,Colville,2016,IMR1,2.000000000000000,,yoy,AG,Itk,LandscapeGenomics,68.563659999999999,-149.649349999999998,noncoast,above,up,,,,,,,,,,,,,,9.29469086,9,2,16,7.116192372,0.069154807,1488,,758.3659058
86,2013-Kup2-14,P1H10,Golden1H10,Kup2,Kup2,Kuparuk,2013,Kup2,14.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.541306000000006,-149.285939000000013,noncoast,above,up,,,,,,,,,,,,,,7.96922043,7.625,1.75,17.375,6.385045922,0.058590276,1860,"Lat, Long estimated: YOY GPS estimates start at 1st capture location (1.5 km downstream from GCL outlet) and continue consecutively downstream every 30 m to the last capture location(~1.8 km).",860.5793457
87,2013-Kup6-07,P1H11,Golden1H11,Kup6,Kup6,Kuparuk,2013,Kup6,7.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.766113000000004,-149.554721000000001,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,2013 - Most YOY caught below Kup6 antenna near this GPS location,593.7708130
88,2014-Kup6-22,P1H12,Golden1H12,Kup6,Kup6,Kuparuk,2014,Kup6,22.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.766113000000004,-149.554721000000001,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,Probably from 2013 (NOT 2014) - Most YOY caught below Kup6 antenna near this GPS location,593.7708130
89,2016-IMR3-007,P1H2,Golden1H02,IMR3,IMlow,Colville,2016,IMR3,7.000000000000000,,yoy,AG,Itk,LandscapeGenomics,68.621549999999999,-149.774920000000009,noncoast,below,down,,,,,,,,,,,,,,8.458291331,8.125,1.125,15.75,7.647271623,0.087800588,992,,623.9755859
90,2016-LIMS-010,P1H3,Golden1H03,LIMS,IMlow,Colville,2016,LIMS,10.000000000000000,,yoy,AG,Itk,LandscapeGenomics,68.607830000000007,-149.737979999999993,noncoast,below,down,,,,,,,,,,,,,,8.458291331,8.125,1.125,15.75,7.647271623,0.087800588,992,,644.6036987
91,2017-Itk3-005,P1H4,Golden1H04,Itk3,Itk3,Colville,2017,Itk3,5.000000000000000,,yoy,AG,Itk,LandscapeGenomics,68.938670000000002,-150.133060000000000,coast,coast,lower,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,365.0607605
92,2017-Itk4-006,P1H5,Golden1H05,Itk4,Itk4,Colville,2017,Itk4,6.000000000000000,,yoy,AG,Itk,LandscapeGenomics,69.455690000000004,-150.715689999999995,coast,coast,lower,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,103.0824738
93,2017-Itk4-016,P1H6,Golden1H06,Itk4,Itk4,Colville,2017,Itk4,16.000000000000000,,yoy,AG,Itk,LandscapeGenomics,69.453059999999994,-150.706569999999999,coast,coast,lower,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,104.5696869
94,2017-Itk4.5-005,P1H7,Golden1H07,Itk4.5,Itk4.5,Colville,2017,Itk4.5,5.000000000000000,,yoy,AG,Itk,LandscapeGenomics,69.935659999999999,-150.855259999999987,coast,coast,lower,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,22.5211620
95,2016-KLAS5-011,P1H8,Golden1H08,KLAS5,KLAS5,Kuparuk,2016,KLAS5,11.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.965699999999998,-149.702580000000012,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,,416.5723572
96,2013-Kup2-06,P1H9,Golden1H09,Kup2,Kup2,Kuparuk,2013,Kup2,6.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.540007000000003,-149.282491999999991,noncoast,above,up,,,,,,,,,,,,,,7.96922043,7.625,1.75,17.375,6.385045922,0.058590276,1860,"Lat, Long estimated: YOY GPS estimates start at 1st capture location (1.5 km downstream from GCL outlet) and continue consecutively downstream every 30 m to the last capture location(~1.8 km).",862.2227173
97,2013-Kup6-27,P2A1,Golden2A01,Kup6,Kup6,Kuparuk,2013,Kup6,27.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.766113000000004,-149.554721000000001,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,2013 - Most YOY caught below Kup6 antenna near this GPS location,593.7708130
98,2017-LKup1-008,P2A10,Golden2A10,LKup1,LKup1,Kuparuk,2017,LKup1,8.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.598720000000000,-150.041550000000001,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,91.7911148
99,2017-LKup3-009,P2A11,Golden2A11,LKup3,LKup3,Kuparuk,2017,LKup3,9.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.964340000000007,-149.457750000000004,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,46.7000008
100,2015-HV-004,P2A12,Golden2A12,HV,LSagHV,Sagavanirktok,2015,HV,4.000000000000000,,yoy,AG,HV,LandscapeGenomics,69.150970000000001,-148.831510000000009,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,291.2124634
101,2013-Kup7-01,P2A2,Golden2A02,Kup7,Kup7,Kuparuk,2013,Kup7,1.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
102,2013-Kup7-YOY-08,P2A3,Golden2A03,Kup7,Kup7,Kuparuk,2013,Kup7,8.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
103,2013-Kup7-YOY-10.2,P2A4,Golden2A04,Kup7,Kup7,Kuparuk,2013,Kup7,10.199999999999999,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
104,2013-Kup8-18,P2A5,Golden2A05,Kup8,Kup8,Kuparuk,2013,Kup8,18.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
105,2013-Kup8-YOY-14,P2A6,Golden2A06,Kup8,Kup8,Kuparuk,2013,Kup8,14.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
106,2016-KupR2-002,P2A7,Golden2A07,KupR2,Kup5,Kuparuk,2016,KupR2,2.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.670699999999997,-149.444150000000008,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,,708.3426514
107,2017-LKup0-005,P2A8,Golden2A08,LKup0,LKup0,Kuparuk,2017,LKup0,5.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.260890000000003,-150.232990000000001,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,195.0747375
108,2017-LKup0-013,P2A9,Golden2A09,LKup0,LKup0,Kuparuk,2017,LKup0,13.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.261039999999994,-150.232529999999997,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,195.9615784
109,2013-Kup6-28,P2B1,Golden2B01,Kup6,Kup6,Kuparuk,2013,Kup6,28.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.766113000000004,-149.554721000000001,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,2013 - Most YOY caught below Kup6 antenna near this GPS location,593.7708130
110,2017-LKup1-009,P2B10,Golden2B10,LKup1,LKup1,Kuparuk,2017,LKup1,9.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.600880000000004,-150.035020000000003,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,91.6541138
111,2017-LKup3-010,P2B11,Golden2B11,LKup3,LKup3,Kuparuk,2017,LKup3,10.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.963710000000006,-149.459000000000003,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,47.8416328
112,2015-HV-005,P2B12,Golden2B12,HV,LSagHV,Sagavanirktok,2015,HV,5.000000000000000,,yoy,AG,HV,LandscapeGenomics,69.151129999999995,-148.831790000000012,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,290.6506958
113,2013-Kup7-02,P2B2,Golden2B02,Kup7,Kup7,Kuparuk,2013,Kup7,2.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
114,2013-Kup7-YOY-11,P2B3,Golden2B03,Kup7,Kup7,Kuparuk,2013,Kup7,11.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
115,2013-Kup8-01,P2B4,Golden2B04,Kup8,Kup8,Kuparuk,2013,Kup8,1.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
116,2013-Kup8-21,P2B5,Golden2B05,Kup8,Kup8,Kuparuk,2013,Kup8,21.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
117,2013-Kup8-YOY-15,P2B6,Golden2B06,Kup8,Kup8,Kuparuk,2013,Kup8,15.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
118,2016-KupR4-001,P2B7,Golden2B07,KupR4,Kup6,Kuparuk,2016,KupR4,1.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.774349999999998,-149.571259999999995,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,,584.8856201
119,2017-LKup0-006,P2B8,Golden2B08,LKup0,LKup0,Kuparuk,2017,LKup0,6.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.261939999999996,-150.239730000000009,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,194.5116730
120,2017-LKup1-001,P2B9,Golden2B09,LKup1,LKup1,Kuparuk,2017,LKup1,1.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.604259999999996,-150.031129999999990,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,91.7614594
121,2013-Kup6-29,P2C1,Golden2C01,Kup6,Kup6,Kuparuk,2013,Kup6,29.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.766113000000004,-149.554721000000001,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,2013 - Most YOY caught below Kup6 antenna near this GPS location,593.7708130
122,2017-LKup1-010,P2C10,Golden2C10,LKup1,LKup1,Kuparuk,2017,LKup1,10.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.600409999999997,-150.039060000000006,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,91.4798584
123,2017-LKup3-001,P2C11,Golden2C11,LKup3,LKup3,Kuparuk,2017,LKup3,1.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.962810000000005,-149.462299999999999,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,47.6536560
124,2015-HV-006,P2C12,Golden2C12,HV,LSagHV,Sagavanirktok,2015,HV,6.000000000000000,,yoy,AG,HV,LandscapeGenomics,69.150720000000007,-148.837099999999992,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,294.3053284
125,2013-Kup7-03,P2C2,Golden2C02,Kup7,Kup7,Kuparuk,2013,Kup7,3.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
126,2013-Kup7-YOY-12,P2C3,Golden2C03,Kup7,Kup7,Kuparuk,2013,Kup7,12.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
127,2013-Kup8-03,P2C4,Golden2C04,Kup8,Kup8,Kuparuk,2013,Kup8,3.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
128,2013-Kup8-28,P2C5,Golden2C05,Kup8,Kup8,Kuparuk,2013,Kup8,28.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
129,2013-Kup8-YOY-16,P2C6,Golden2C06,Kup8,Kup8,Kuparuk,2013,Kup8,16.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
130,2016-KupR4-002,P2C7,Golden2C07,KupR4,Kup6,Kuparuk,2016,KupR4,2.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.774940000000001,-149.572779999999995,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,,584.2161865
131,2017-LKup0-007,P2C8,Golden2C08,LKup0,LKup0,Kuparuk,2017,LKup0,7.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.257890000000003,-150.230420000000009,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,196.2666473
132,2017-LKup1-002,P2C9,Golden2C09,LKup1,LKup1,Kuparuk,2017,LKup1,2.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.600610000000003,-150.037779999999998,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,93.1490936
133,2013-Kup6-32,P2D1,Golden2D01,Kup6,Kup6,Kuparuk,2013,Kup6,32.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.766113000000004,-149.554721000000001,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,2013 - Most YOY caught below Kup6 antenna near this GPS location,593.7708130
134,2017-LKup1-011,P2D10,Golden2D10,LKup1,LKup1,Kuparuk,2017,LKup1,11.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.598600000000005,-150.040819999999997,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,91.7143936
135,2017-LKup3-002,P2D11,Golden2D11,LKup3,LKup3,Kuparuk,2017,LKup3,2.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.961479999999995,-149.459470000000010,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,47.1504135
136,2015-HV-007,P2D12,Golden2D12,HV,LSagHV,Sagavanirktok,2015,HV,7.000000000000000,,yoy,AG,HV,LandscapeGenomics,69.150630000000007,-148.837649999999996,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,294.8573914
137,2013-Kup7-04,P2D2,Golden2D02,Kup7,Kup7,Kuparuk,2013,Kup7,4.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
138,2013-Kup7-YOY-04.2,P2D3,Golden2D03,Kup7,Kup7,Kuparuk,2013,Kup7,4.200000000000000,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
139,2013-Kup8-05,P2D4,Golden2D04,Kup8,Kup8,Kuparuk,2013,Kup8,5.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
140,2013-Kup8-29,P2D5,Golden2D05,Kup8,Kup8,Kuparuk,2013,Kup8,29.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
141,2013-Kup8-YOY-17,P2D6,Golden2D06,Kup8,Kup8,Kuparuk,2013,Kup8,17.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
142,2016-KupR4-003,P2D7,Golden2D07,KupR4,Kup6,Kuparuk,2016,KupR4,3.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.774460000000005,-149.571428999999995,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"Used GPS location for HabAss YOY KupR4-11 bcs there is no KupR4-3 for genomics listed in HabAss_YOY_Locations_2016.xlsx spreadsheet, only KupR4-1, KupR4-2, and KupR4-11.",585.1909180
143,2017-LKup0-008,P2D8,Golden2D08,LKup0,LKup0,Kuparuk,2017,LKup0,8.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.262060000000005,-150.240769999999998,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,194.3418427
144,2017-LKup1-003,P2D9,Golden2D09,LKup1,LKup1,Kuparuk,2017,LKup1,3.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.600809999999996,-150.036480000000012,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,91.8869934
145,2013-Kup6-33,P2E1,Golden2E01,Kup6,Kup6,Kuparuk,2013,Kup6,33.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.766113000000004,-149.554721000000001,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,2013 - Most YOY caught below Kup6 antenna near this GPS location,593.7708130
146,2017-LKup1-012,P2E10,Golden2E10,LKup1,LKup1,Kuparuk,2017,LKup1,12.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.603650000000002,-150.030380000000008,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,90.7752609
147,2017-LKup3-003,P2E11,Golden2E11,LKup3,LKup3,Kuparuk,2017,LKup3,3.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.963480000000004,-149.455690000000004,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,48.1920815
148,2015-HV-008,P2E12,Golden2E12,HV,LSagHV,Sagavanirktok,2015,HV,8.000000000000000,,yoy,AG,HV,LandscapeGenomics,69.150509999999997,-148.838269999999994,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,294.6699524
149,2013-Kup7-05,P2E2,Golden2E02,Kup7,Kup7,Kuparuk,2013,Kup7,5.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
150,2013-Kup7-YOY-05.2,P2E3,Golden2E03,Kup7,Kup7,Kuparuk,2013,Kup7,5.200000000000000,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
151,2013-Kup8-12,P2E4,Golden2E04,Kup8,Kup8,Kuparuk,2013,Kup8,12.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
152,2013-Kup8-33,P2E5,Golden2E05,Kup8,Kup8,Kuparuk,2013,Kup8,33.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
153,2013-Kup8-YOY-18,P2E6,Golden2E06,Kup8,Kup8,Kuparuk,2013,Kup8,18.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
154,2017-LKup0-001,P2E7,Golden2E07,LKup0,LKup0,Kuparuk,2017,LKup0,1.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.260769999999994,-150.232570000000010,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,195.9615784
155,2017-LKup0-009,P2E8,Golden2E08,LKup0,LKup0,Kuparuk,2017,LKup0,9.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.262320000000003,-150.236099999999993,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,196.5643616
